id,text,len tweet,likes,rt,position
1271296147588624385,RT @gab_rosete: @RedBone4t @molotovmx @marianagc https://t.co/A7WmhOSuI5,72,0,6,0
1271292215176945664,RT @rubengluengas: JENARO VILLAMIL: Que AMLO DEBATA con PERIODISTAS que NO COINCIDEN CON ÉL... https://t.co/kknW6qrm0d vía @YouTube,131,0,7,0
1271290496556519427,"RT @RAGGAMATCH: @RedBone4t @marianagc Están bien inches torcidas , una parece Lyn May y la otra artesanía prehispánica con doble frente",135,0,10,0
1271290461043298305,RT @RedBone4t: @marianagc Felicidades Marianita https://t.co/7FnHqnY6xZ,71,0,71,0
1271290196894511109,"RT @marcos4TVA: el chayotero Loret de mola en decadencia, después de creerse mucho en televisa, donde ganaba 2 millones de pesos, ahora no…",139,0,95,0
1271289992480911362,RT @alegvilla1: EN SU DESESPERACION POR AFECTAR AMLO Y LA 4T @Javier_Alatorre CALIFICA DE VÁNDALOS A LOS INTEGRANTES  DE LA BRIGADA DE PAZ…,139,0,101,0
1271288702036086784,"RT @RataroTio: 💥‼️FRENAA PAGA GENTE CONTRA AMLO ‼️💥
Usando la necesidad en esta crisis FRENAA inicia campaña ANTI-AMLO
¿ Como ven? @Sinline…",140,0,489,0
1271226852800188422,"RT @Noti_Beka: #RedAMLO #AMLOVERS les pido sigamos las cuentas que han tumbado. Hoy es por ellos mañana podría ser por ti!!! ""UNIDOS HACEMO…",140,0,19,0
1271212556347158530,"RT @Revolucion3_0: Alfaro, un vulgar asesino, represor y criminal; que vaya respetando al compañero Andrés Manuel: Fernández Noroña (+ #Vid…",140,0,79,0
1271212084303482887,RT @alegvilla1: @molotovmx @ClaudiaLizaldi @lopezobrador_ Yo creo de de bastantes ceros.. 🙄🙄🙄 qué asco 🤮 https://t.co/GHQ41drGBb,128,0,3,0
1271206595465285634,"RT @aramirezcuellar: Con mucho gusto les presentamos el nuevo número de @P_Regeneracion donde hablamos de los legisladores de la 4T, el sem…",140,0,113,0
1271127000879706118,"RT @OiIiOili: Amigos, se viene un maremoto vs AMLO para levantar al agonizante conservadurismo, seamos cautelosos y analíticos, mucha fake…",139,0,145,0
1271125439784853506,RT @LaurielaRodrig1: #SomosMillonesConAMLO https://t.co/S0ZAJM4DRB,66,0,20,0
1271115276373893124,"RT @Jeremias_RA: Hoy en @DelCaosAlCosmos con @Hasardevi y @aztk66 

Se escucha por @radioamlo audio por aquí https://t.co/h1E131b9NS y en f…",140,0,7,0
1271113496881700864,"RT @JohnMAckerman: ""Under @lopezobrador_ Mexico is undergoing a radical change. The social programmes introduced since he took office are p…",140,0,361,0
1271113194124251136,"RT @epigmenioibarra: Quieren tumbar a AMLO,revertir las reformas constitucionales,volver al poder. Tienen a columnistas,medios, políticos y…",140,0,1423,0
1271112153194541056,"RT @Revolucion3_0: “Éste tren de la 4T es imparable y no lo van a parar, porque #SomosMillonesConAMLO”  https://t.co/F3N0bW0p3X",127,0,45,0
1271112072298926083,"RT @aztk66: Jueves de @DelCaosAlCosmos con @Hasardevi por ¡@Radioamlo en @TuneIn Radio! https://t.co/dx13WwRXCK

Rompiendo el cerco informa…",140,0,9,0
1271081476398907392,@Magaly_LopezOax @EnriqueAlfaroR @FiscaliaJal @Eltiotonysoy Apoyo la solicitud...!!! ¿Quién más se suma? #SomosMillonesConAMLO,126,5,1,0
1271060972296376320,"RT @lopezobrador_: Si no atendemos las necesidades de los mexicanos, no conseguiremos la paz y la tranquilidad. Conferencia matutina. https…",140,0,2225,0
1271060885805699072,"RT @HectorAtarrabia: Doble o nada.
Reto a la oposición a jugarnos un doble o nada: en 2022 AMLO cumplirá cuatro años como presidente, en lu…",140,0,1318,0
1271060539452596225,RT @aztk66: @molotovmx #SomosMillonesConAMLO,44,0,4,0
1270961913321721856,#SomosMillonesConAMLO https://t.co/bfF7PfUaci,45,6,3,0
1270961775891173377,1:11 #SomosMillonesConAMLO,26,14,9,0
