id,text,len tweet,likes,rt,position
1271540226645778434,"RT @Mercede290713: Todos atentos a ver la 3.ª entrega de la entrevista a #AmloElMejorPresidenteDelMundo 
Gracias @epigmenioibarra porque no…",140,0,63,0
1271538657552465922,RT @lopezobrador_: Les invito a ver hoy a las 9 de la noche la tercera parte de la entrevista que me hizo en Palacio Nacional el periodista…,140,0,2375,0
1271484667590586369,"Gobierno de México revelará la investigación sobre ""el gran fraude"" de entrega de facturas falsas por miles de mill… https://t.co/xdTS4tbLnK",140,332,212,-1
1271471018935115780,"Con 284 permisos, la CRE provocó desorden y desequilibrio para el Sistema Eléctrico Nacional, al avalar la construc… https://t.co/8KPB64tCQs",140,89,53,-1
1271418846457421825,"RT @lopezobrador_: Si atendemos a los de abajo, garantizamos la paz y la tranquilidad. Conferencia matutina. https://t.co/JnJUXq4n3G",132,0,2071,0
1271269288872046592,Revela @JorgeGCastaneda claves del financiamiento ilegal de la golpista BOA contra AMLO https://t.co/tTDL8Ww6DL,111,418,313,-1
1271258968862502912,"RT @SOLECITORMZ: #Presente #TuLuchaEsLaMía mi caballero @epigmenioibarra junto a mi querido Presidente @lopezobrador_ 
#NiPerdónNiOlvido #J…",140,0,78,0
1271140449298690049,"Escribe @julioastillero:
Con miras a las elecciones de 2021, AMLO aprieta el escenario: No es tiempo de simulacione… https://t.co/HlbIX1ITM3",140,198,115,-1
1271123446999760897,"Se organizan para tumbar a AMLO. 
Están en su derecho.Aquí hay x 1era vez un gobierno democrático que respeta a los… https://t.co/hzsPCmESp3",140,457,307,-1
1271115686467657730,Productores de Chihuahua no se quedarán sin agua. AMLO niega que haya corte de suministro por ser un convenio suscr… https://t.co/Zw0y7dEvA4,140,115,72,-1
1271115113685123073,AMLO dio a conocer el documento del presunto Bloque Opositor Amplio (BOA) porque concierne a todos. Estima que sus… https://t.co/hcGrPuSQJe,139,281,146,-1
1271079607954014208,"Quieren tumbar a AMLO,revertir las reformas constitucionales,volver al poder. Tienen a columnistas,medios, político… https://t.co/BUHKqyBNre",140,2732,1683,-1
1271046953628053504,RT @_VicenteSerrano: El presidente @lopezobrador_ dijo que durante la entrevista con @epigmenioibarra  hay una parte en la que agradece a l…,140,0,284,-1
