id,text,len tweet,likes,rt,position
1271363290883555329,"RT @va_salin: Mi querido presidente, esta haciendo un Magnifico trabajo !!  y su equipo de trabajo, un orgullo nacional 😍👍👍!!! 
iViva AMLO!…",140,0,627,0
1271354414717112321,"RT @Cuauhpilli_4T: Ahora si que: Ya se la pelaron  lo saben, lo saben, esos conservadores, lo saben, lo saben y que chinguen a su ma.... 🎶🎶…",140,0,62,0
1271323974123708418,RT @RDAmlo4t: Irving chilletas no eres la única mira. @IrvingPineda @FelipeCalderon https://t.co/Bzkl1IuXwO,107,0,83,0
1271315037240479747,"RT @jgnaredo: Los de la @Coparmex se quejaron ante el rey de España. 

Dijeron que ya no querían a @lopezobrador_ de presidente, que porque…",140,0,718,0
1271314340470091776,"RT @Isabellisima9: Quienes dicen que AMLO es comunista, deberían leer a Marx, Engels o Gramsci....o por lo menos a Rius? Mafalda?",129,0,2246,0
1271296147588624385,RT @gab_rosete: @RedBone4t @molotovmx @marianagc https://t.co/A7WmhOSuI5,72,0,8,0
1271292215176945664,RT @rubengluengas: JENARO VILLAMIL: Que AMLO DEBATA con PERIODISTAS que NO COINCIDEN CON ÉL... https://t.co/kknW6qrm0d vía @YouTube,131,0,8,0
1271290496556519427,"RT @RAGGAMATCH: @RedBone4t @marianagc Están bien inches torcidas , una parece Lyn May y la otra artesanía prehispánica con doble frente",135,0,11,0
1271290461043298305,RT @RedBone4t: @marianagc Felicidades Marianita https://t.co/7FnHqnY6xZ,71,0,78,0
1271290196894511109,"RT @marcos4TVA: el chayotero Loret de mola en decadencia, después de creerse mucho en televisa, donde ganaba 2 millones de pesos, ahora no…",139,0,184,0
1271289992480911362,RT @alegvilla1: EN SU DESESPERACION POR AFECTAR AMLO Y LA 4T @Javier_Alatorre CALIFICA DE VÁNDALOS A LOS INTEGRANTES  DE LA BRIGADA DE PAZ…,139,0,129,0
1271288702036086784,"RT @RataroTio: 💥‼️FRENAA PAGA GENTE CONTRA AMLO ‼️💥
Usando la necesidad en esta crisis FRENAA inicia campaña ANTI-AMLO
¿ Como ven? @Sinline…",140,0,592,0
1271226852800188422,"RT @Noti_Beka: #RedAMLO #AMLOVERS les pido sigamos las cuentas que han tumbado. Hoy es por ellos mañana podría ser por ti!!! ""UNIDOS HACEMO…",140,0,21,0
1271212556347158530,"RT @Revolucion3_0: Alfaro, un vulgar asesino, represor y criminal; que vaya respetando al compañero Andrés Manuel: Fernández Noroña (+ #Vid…",140,0,85,0
1271212084303482887,RT @alegvilla1: @molotovmx @ClaudiaLizaldi @lopezobrador_ Yo creo de de bastantes ceros.. 🙄🙄🙄 qué asco 🤮 https://t.co/GHQ41drGBb,128,0,3,0
1271206595465285634,"RT @aramirezcuellar: Con mucho gusto les presentamos el nuevo número de @P_Regeneracion donde hablamos de los legisladores de la 4T, el sem…",140,0,129,0
1271127000879706118,"RT @OiIiOili: Amigos, se viene un maremoto vs AMLO para levantar al agonizante conservadurismo, seamos cautelosos y analíticos, mucha fake…",139,0,147,0
1271125439784853506,RT @LaurielaRodrig1: #SomosMillonesConAMLO https://t.co/S0ZAJM4DRB,66,0,20,0
1271115276373893124,"RT @Jeremias_RA: Hoy en @DelCaosAlCosmos con @Hasardevi y @aztk66 

Se escucha por @radioamlo audio por aquí https://t.co/h1E131b9NS y en f…",140,0,7,0
