id,text,len tweet,likes,rt,position
1270953484205072384,#ComentarioFinal El caso de #Alexander en Oaxaca es en esencia el mismo de #Giovanni en Jalisco. Voces de la #4T pi… https://t.co/bg7pJG283r,140,439,228,0
1270944873559048192,"El presidente @LopezObrador_ cuestionó la existencia de “tantos partidos"" políticos en México, dijo que solo deberí… https://t.co/rzuBASFFrK",140,670,183,0
1270730344782802945,"""Desayuno con el presidente @lopezobrador_  cada 15 días, pero está muy alejado de la realidad que yo le traté de f… https://t.co/qstBm8fhxW",140,780,206,0
1270692919977095168,"""No le doy importancia al documento de un bloque opositor que presentó el presidente @lopezobrador_, pero fue un ac… https://t.co/zRBE8U9a9I",140,394,91,0
1270690173190197248,"#ComentarioFinal En otra de esas cosas extrañas de la #4T, apareció #LaBOA, un supuesto “Bloque Opositor Amplio” de… https://t.co/XAluPNlQea",140,842,331,0
1270580344652206080,"#ComentarioFinal En otra de esas cosas extrañas de la #4T, apareció #LaBOA, un supuesto “Bloque Opositor Amplio” de… https://t.co/mhRqI4zrse",140,1270,452,0
1270573588769366018,"""¿Lobo estás ahí?"" estos mensajes contra el presidente @LopezObrador_ aparecieron en  calles de Guadalajara. En los… https://t.co/eCubrHjXWg",140,3257,1227,0
1270356474481557504,"El presidente @LopezObrador_ calificó a @EnriqueKrauze de conservador, incluso lo llamó “Lucas Krauze Alamán”. El h… https://t.co/I89wQZptAn",140,606,305,0
1270217318770016257,"El presidente @LopezObrador_ calificó a @EnriqueKrauze de conservador, incluso lo llamó “Lucas Krauze Alamán”. El h… https://t.co/p53FdFq3cg",140,1580,687,0
1270215865942847489,"“Se me hizo algo injusto, incluso irrespetuoso de la investidura presidencial” dijo el presidente @LopezObrador_  s… https://t.co/Zz8okRomrs",140,139,41,0
1270000229601947648,"""El presidente López Obrador insulta, ofende y descalifica a la prensa y a los intelectuales. Viniendo de un presid… https://t.co/meiSvx5RaI",140,3479,1205,0
1269992860037906432,Enrique Krauze dijo #PorLaMañana que el presidente @lopezobrador_  está más cerca de la tradición dictatorial que l… https://t.co/cfTQN1hIu2,140,3918,1648,0
1269988943321235456,"""AMLO no es liberal sino un conservador que busca la concentración absoluta del poder en un solo hombre"": @EnriqueKrauze",120,18674,5894,0
1269985690529468417,"La popularidad del presidente López Obrador subió 2% entre mayo y junio. Se coloca en 51%, de acuerdo con la encues… https://t.co/QTGRogIvMf",140,236,48,0
1269768852323225600,"Este jueves, el gobernador de #Jalisco, @EnriqueAlfaroR, señaló directamente al presidente @LopezObrador_ como resp… https://t.co/YYxVBEn8D7",140,569,156,0
1269723553781301248,Es este es el mensaje que le enviaba hace dos años el gran #HéctorSuárez al entonces candidato @LopezObrador_. Desc… https://t.co/tmZYDSrBz0,140,2484,1072,0
1269693354834624514,"En la semana, el actor Damián Alcázar grabó un video diciendo que @LopezObrador_ es ""el mejor presidente de México… https://t.co/um9yKzvZg0",139,814,243,0
1269361166028951552,"“No tengo yo que ver nada. Si tiene pruebas, que las dé a conocer” respondió el presidente @LopezObrador_ al gobern… https://t.co/xKtMSgKwrB",140,274,77,0
1269147581747269637,#ComentarioFinal El presidente @LopezObrador_ y el gobernador @EnriqueAlfaroR decidieron no escalar el pleito. Quiz… https://t.co/3oSq3MVAdm,140,289,77,0
1269145292739313665,"El presidente @LopezObrador_ dijo que México producirá su propia gasolina, pero ¿realmente sale más barato hacer ga… https://t.co/u8Nn9pmbDU",140,706,343,0
