id,text,len tweet,likes,rt,position
1271506271179608066,"López Obrador dijo que con respecto a la pandemia “ya vamos para abajo, en descenso, nos ha llevado tiempo pero ahí vamos bajando”",130,8,3,0
1271506172500115456,"Respalda López Obrador plan de reapertura de CDMX

 ⇢ El presidente informó que ayer se reunieron con Claudia Shein… https://t.co/E6NV2DoKNW",140,8,2,-1
1271505226865020928,López Obrador dijo que por ello  es necesario “intervenir” aún cuando las primeras jubilaciones ocurran en 2024 cua… https://t.co/CVqzfSNQI0,140,5,4,-1
1271505073944870913,"#AtandoCabos 

Reforma a Afores no es para generar miedo, aclara López Obrador 

⇢ El presidente dijo esta mañana q… https://t.co/AdVeMkLNPY",140,24,15,-1
1271312837382508552,El presidente López Obrador llamó a empezar salir del confinamiento con cuidado; “tenemos que vencer nuestros miedo… https://t.co/pIvpFcrfGe,140,46,12,-1
1271145669793890305,"López Obrador pide “vencer el miedo” y salir poco a poco del confinamiento

 ⇢  El presidente recomendó que ahora q… https://t.co/bxAgdbOALh",140,33,11,-1
1271143695803351044,"Buscarán centralizar Sistema Nacional Anticorrupción  #AtandoCabos 

⇢  El presidente López Obrador también dijo qu… https://t.co/8KveRBFQvk",140,15,5,-1
1271142564566052865,"Respalda López Obrador desaparición de órganos reguladores #AtandoCabos 

El presidente dijo que desconocía la inic… https://t.co/f35K2P37gA",140,20,14,-1
1270941649716350976,Esto respondió el presidente López Obrador cuando le preguntaron por qué dio a conocer el documento no verificado d… https://t.co/C9uaLIeFJh,140,66,21,-1
1270785155268055040,El presidente López Obrador dijo que aunque algunos analistas ven la crisis como una “L” en la que una vez que el p… https://t.co/DIgVzYoJgX,140,37,6,-1
1270781654899056646,"#AtandoCabos 

Ricardo Monreal, coordinador de senadores de Morena,  propuso la desaparición del Instituto Federal… https://t.co/U32j5u4tB4",139,85,38,-1
1270574512271228928,"López Obrador dio a conocer un documento que, dijo, le hicieron llegar a Presidencia, y que revelaría la presunta c… https://t.co/XbsgnrhpXh",140,181,54,-1
1270566633887670272,El presidente López Obrador propone crear un cuerpo de paz desarmado para contener la violencia en las manifestacio… https://t.co/TuOC1XhEEv,140,63,10,-1
